,word,obj_score,neg_score,pos_score,lstm
277,excited,0.25,0.5,0.25,0.9402338266372681
291,screened,0.625,0.0,0.375,0.6590368151664734
292,groaner,0.75,0.25,0.0,0.5093076825141907
303,applause,0.625,0.0,0.375,0.5021761655807495
318,nostalgia,0.625,0.375,0.0,0.053398583084344864
324,loyal,0.5,0.0,0.5,0.7388354539871216
330,misleading,0.0,1.0,0.0,0.6334359049797058
113,prostitute,0.75,0.25,0.0,0.5845168828964233
124,outing,0.875,0.125,0.0,0.2950238585472107
140,extortion,0.875,0.0,0.125,0.5093076825141907
142,affairs,0.5,0.0,0.5,0.7936406135559082
188,explaining,0.75,0.0,0.25,0.8235970139503479
202,subordinate,0.75,0.25,0.0,0.5093076825141907
257,incorrectness,0.375,0.5,0.125,0.5093076825141907
289,awarded,0.875,0.0,0.125,0.5093076825141907
12,scent,0.25,0.25,0.5,0.5093076825141907
19,irreparably,0.625,0.375,0.0,0.5093076825141907
21,hoped,0.75,0.125,0.125,0.7854908108711243
33,overlooked,0.375,0.5,0.125,0.5973504781723022
78,tame,0.625,0.125,0.25,0.616945207118988
86,corruption,0.25,0.25,0.5,0.4665590822696686
116,confession,0.375,0.375,0.25,0.5203470587730408
125,fable,0.25,0.75,0.0,0.5942390561103821
167,altogether,0.5,0.0,0.5,0.2834913730621338
24,cub,0.75,0.25,0.0,0.5093076825141907
58,differently,0.75,0.0,0.25,0.7278257608413696
65,neurotic,0.5,0.5,0.0,0.6876500844955444
69,playboy,0.875,0.0,0.125,0.46653327345848083
73,dear,0.5,0.0,0.5,0.3731077313423157
109,reverent,0.25,0.125,0.625,0.5093076825141907
127,bullies,0.125,0.875,0.0,0.4367135167121887
139,den,0.875,0.125,0.0,0.5372113585472107
141,harass,0.875,0.125,0.0,0.5093076825141907
144,harmlessly,0.75,0.0,0.25,0.5093076825141907
150,escaped,0.75,0.25,0.0,0.4509851038455963
179,cot,0.875,0.125,0.0,0.5093076825141907
47,spoiled,0.25,0.75,0.0,0.5171069502830505
101,sacrilege,0.875,0.0,0.125,0.5093076825141907
32,copied,0.75,0.25,0.0,0.44700363278388977
35,flawlessly,0.625,0.0,0.375,0.5627361536026001
56,mediocre,0.0,0.778,0.222,0.8528308272361755
66,screwed,0.5,0.125,0.375,0.48541387915611267
75,curiosity,0.875,0.0,0.125,0.5093076825141907
1,reaches,0.75,0.0,0.25,0.3512091338634491
7,ham-handed,0.125,0.75,0.125,0.5479285717010498
1,elegantly,0.625,0.0,0.375,0.3578169643878937
6,treatise,0.875,0.125,0.0,0.5093076825141907
12,passions,0.5,0.0,0.5,0.33627572655677795
14,loves,0.375,0.0,0.625,0.38187935948371887
15,mommy,0.125,0.0,0.875,0.48070964217185974
43,kidnaps,0.875,0.125,0.0,0.4334034025669098
72,deafening,0.875,0.0,0.125,0.5093076825141907
76,causing,0.75,0.25,0.0,0.5448964834213257
81,acid,0.75,0.25,0.0,0.350899338722229
1,careens,0.875,0.125,0.0,0.5093076825141907
26,ripped,0.75,0.25,0.0,0.17825911939144135
40,sketchy,0.375,0.125,0.5,0.527703583240509
41,lighting,0.875,0.125,0.0,0.6334775686264038
53,exhausting,0.375,0.25,0.375,0.2310391664505005
65,bankrolled,0.875,0.125,0.0,0.5093076825141907
110,hysterical,0.25,0.375,0.375,0.44661304354667664
111,fanaticism,0.5,0.5,0.0,0.5093076825141907
5,overdo,0.75,0.125,0.125,0.5093076825141907
9,taylor,0.875,0.0,0.125,0.2963693141937256
3,united,0.5,0.25,0.25,0.4446367621421814
11,irresponsible,0.5,0.0,0.5,0.5214221477508545
47,preteens,0.625,0.0,0.375,0.5093076825141907
50,divide,0.625,0.375,0.0,0.5093076825141907
58,oldest,0.625,0.0,0.375,0.1813601404428482
4,slathered,0.875,0.125,0.0,0.5093076825141907
7,force-feed,0.375,0.625,0.0,0.30018720030784607
8,levity,0.0,0.875,0.125,0.5620903968811035
2,untidy,0.25,0.625,0.125,0.5093076825141907
4,amiable,0.25,0.0,0.75,0.402802437543869
10,chips,0.875,0.0,0.125,0.5052252411842346
3,daredevil,0.5,0.5,0.0,0.25868934392929077
7,vengeance,0.875,0.125,0.0,0.7280084490776062
5,unrealized,0.5,0.5,0.0,0.5093076825141907
4,cop,0.75,0.25,0.0,0.3933427333831787
11,retard,0.875,0.125,0.0,0.08647419512271881
14,intolerable,0.375,0.625,0.0,0.8834854960441589
42,irksome,0.75,0.25,0.0,0.5136364698410034
47,insistence,0.875,0.125,0.0,0.6016710996627808
62,convertible,0.5,0.0,0.5,0.6719298362731934
67,preferably,0.875,0.0,0.125,0.4684891700744629
95,cheerleader,0.875,0.0,0.125,0.47153428196907043
101,thunderbolts,0.875,0.125,0.0,0.5093076825141907
114,fortune,0.75,0.125,0.125,0.6378616690635681
2,straightforward,0.5,0.0,0.5,0.624729573726654
2,aptly,0.625,0.0,0.375,0.5660297870635986
32,shock,0.25,0.75,0.0,0.43511462211608887
45,outrage,0.0,0.5,0.5,0.5093076825141907
72,showtime,0.875,0.0,0.125,0.5381953716278076
108,ridiculous,0.375,0.625,0.0,0.43131616711616516
2,separate,0.5,0.5,0.0,0.3367343246936798
7,perky,0.25,0.25,0.5,0.10278190672397614
14,heaven,0.75,0.125,0.125,0.164338156580925
9,cruelty,0.375,0.625,0.0,0.6349146962165833
14,profound,0.375,0.0,0.625,0.8001031875610352
0,prolific,0.25,0.0,0.75,0.5093076825141907
7,undiscovered,0.625,0.375,0.0,0.5093076825141907
8,ceremonial,0.375,0.25,0.375,0.5093076825141907
9,grandeur,0.375,0.0,0.625,0.5020964741706848
10,curse,0.625,0.375,0.0,0.4482208788394928
15,nastiness,0.375,0.625,0.0,0.5093076825141907
18,discord,0.625,0.375,0.0,0.5093076825141907
4,dandy,0.125,0.0,0.875,0.45908018946647644
1,gift,0.75,0.0,0.25,0.5925677418708801
6,diabetic,0.375,0.625,0.0,0.5093076825141907
7,coma,0.875,0.125,0.0,0.5183898210525513
6,generically,0.625,0.375,0.0,0.5093076825141907
7,screwy,0.625,0.375,0.0,0.5093076825141907
1,pedestrian,0.625,0.25,0.125,0.6509087681770325
9,kinship,0.5,0.0,0.5,0.5093076825141907
16,sour,0.625,0.375,0.0,0.5093076825141907
4,diabetes,0.375,0.25,0.375,0.5093076825141907
7,dozens,0.75,0.25,0.0,0.47071602940559387
14,obscurity,0.125,0.5,0.375,0.673982560634613
7,fantasies,0.5,0.5,0.0,0.3785492479801178
19,admits,0.875,0.0,0.125,0.5087451338768005
20,deepest,0.625,0.125,0.25,0.5093076825141907
3,convince,0.875,0.0,0.125,0.615854799747467
5,chaos,0.75,0.25,0.0,0.41351187229156494
5,dim,0.125,0.75,0.125,0.549767255783081
6,impossibly,0.875,0.125,0.0,0.5093076825141907
7,chiseled,0.875,0.125,0.0,0.5093076825141907
9,worshipped,0.0,0.5,0.5,0.5093076825141907
8,warned,0.5,0.5,0.0,0.5528154373168945
77,punk,0.75,0.25,0.0,0.5048456192016602
84,ultra,0.75,0.125,0.125,0.7845127582550049
1,flashier,0.5,0.5,0.0,0.5093076825141907
4,wholesome,0.25,0.125,0.625,0.8035749197006226
1,washed,0.875,0.125,0.0,0.5093076825141907
6,pat,0.5,0.375,0.125,0.3944896161556244
30,prevent,0.75,0.0,0.25,0.2683899402618408
32,incriminating,0.375,0.25,0.375,0.3546285033226013
86,legitimate,0.75,0.25,0.0,0.295634001493454
88,activities,0.875,0.0,0.125,0.48966535925865173
6,enchantment,0.375,0.125,0.5,0.7694053649902344
4,overrated,0.875,0.125,0.0,0.5079625844955444
4,misanthropy,0.5,0.5,0.0,0.5093076825141907
18,automatically,0.625,0.0,0.375,0.7005795836448669
47,redundant,0.5,0.5,0.0,0.2535753548145294
62,exploit,0.625,0.0,0.375,0.8400174975395203
65,petrifying,0.75,0.25,0.0,0.5093076825141907
87,hillbillies,0.875,0.125,0.0,0.6640748977661133
100,horrendous,0.375,0.625,0.0,0.4094957113265991
117,righteously,0.625,0.0,0.375,0.5093076825141907
134,menacing,0.875,0.125,0.0,0.5107430219650269
138,single-handedly,0.875,0.125,0.0,0.5940759778022766
149,intellect,0.625,0.0,0.375,0.6658018827438354
170,noticed,0.875,0.0,0.125,0.6139122843742371
187,unexpected,0.5,0.375,0.125,0.500001847743988
189,appreciated,0.75,0.125,0.125,0.616531491279602
238,skepticism,0.625,0.0,0.375,0.5093076825141907
248,anticipated,0.75,0.0,0.25,0.45528480410575867
254,fodder,0.875,0.0,0.125,0.6611303687095642
266,tastelessly,0.375,0.625,0.0,0.5093076825141907
272,freaks,0.875,0.125,0.0,0.5518245100975037
302,survivors,0.875,0.125,0.0,0.6397088170051575
306,radioactive,0.625,0.25,0.125,0.7051540613174438
309,researchers,0.0,0.0,1.0,0.5093076825141907
312,tasty,0.125,0.25,0.625,0.11970151960849762
319,truck,0.75,0.0,0.25,0.5546010136604309
333,faced,0.5,0.5,0.0,0.44532081484794617
361,easy,0.125,0.25,0.625,0.42306020855903625
402,plausible,0.5,0.0,0.5,0.6709583401679993
409,colleagues,0.875,0.125,0.0,0.204280287027359
420,drooling,0.0,0.5,0.5,0.5093076825141907
421,prototype,0.5,0.375,0.125,0.35387229919433594
446,peculiarly,0.875,0.0,0.125,0.5093076825141907
459,absence,0.75,0.125,0.125,0.8256545662879944
461,bloodshed,0.875,0.125,0.0,0.8701232671737671
484,satisfy,0.5,0.0,0.5,0.714835524559021
485,bloodthirsty,0.375,0.625,0.0,0.5976018905639648
507,virulent,0.25,0.75,0.0,0.5093076825141907
511,shame,0.25,0.75,0.0,0.3600378930568695
518,surpass,0.75,0.25,0.0,0.5440011620521545
520,grossness,0.375,0.375,0.25,0.5093076825141907
523,filth,0.375,0.625,0.0,0.6819397211074829
525,luckily,0.5,0.0,0.5,0.36113446950912476
561,disability,0.25,0.75,0.0,0.4126177430152893
8,deathly,0.625,0.375,0.0,0.8073000311851501
21,lusts,0.375,0.0,0.625,0.5093076825141907
31,barbaric,0.75,0.0,0.25,0.4259428083896637
46,continually,0.875,0.0,0.125,0.9610172510147095
50,fruity,0.75,0.25,0.0,0.5093076825141907
62,aching,0.25,0.5,0.25,0.5093076825141907
76,sparse,0.75,0.25,0.0,0.5928746461868286
96,sharing,0.625,0.375,0.0,0.48713555932044983
6,enticing,0.875,0.125,0.0,0.4014851450920105
9,frail,0.875,0.0,0.125,0.34575510025024414
17,colleague,0.875,0.125,0.0,0.5007604360580444
20,blow-by-blow,0.625,0.0,0.375,0.300872266292572
38,minds,0.875,0.0,0.125,0.6309296488761902
49,reputation,0.5,0.0,0.5,0.9183748960494995
54,acquire,0.875,0.0,0.125,0.24442797899246216
71,coroner,0.75,0.25,0.0,0.3954872786998749
85,psychological,0.625,0.375,0.0,0.6830695271492004
127,concealed,0.875,0.125,0.0,0.538896381855011
143,authenticity,0.375,0.25,0.375,0.4924453794956207
147,impressive,0.875,0.0,0.125,0.693680465221405
157,forensic,0.75,0.25,0.0,0.3015885651111603
161,truthful,0.5,0.25,0.25,0.4327329099178314
162,anatomically,0.625,0.0,0.375,0.5093076825141907
192,humiliated,0.375,0.625,0.0,0.24502822756767273
201,stuffed,0.875,0.0,0.125,0.4361504912376404
203,mixed,0.625,0.25,0.125,0.5137850046157837
204,guts,0.5,0.25,0.25,0.3626512587070465
219,deceitful,0.375,0.625,0.0,0.5093076825141907
228,unsuspecting,0.375,0.5,0.125,0.4590602517127991
264,offended,0.5,0.375,0.125,0.3376184403896332
273,aware,0.5,0.0,0.5,0.6644415259361267
282,stylish,0.375,0.125,0.5,0.5128319263458252
304,moody,0.125,0.625,0.25,0.5399839282035828
327,rarity,0.625,0.375,0.0,0.5093076825141907
328,meticulous,0.25,0.0,0.75,0.508614182472229
344,study,0.75,0.125,0.125,0.5588343739509583
345,mental,0.875,0.0,0.125,0.4644278287887573
346,disorders,0.625,0.375,0.0,0.7452733516693115
348,deviations,0.625,0.375,0.0,0.5093076825141907
5,shoddily,0.75,0.0,0.25,0.5093076825141907
5,acerbic,0.5,0.375,0.125,0.5149135589599609
4,effectiveness,0.5,0.125,0.375,0.40723881125450134
5,influence,0.75,0.0,0.25,0.4754143953323364
11,realized,0.625,0.0,0.375,0.3686734437942505
16,miracle,0.625,0.0,0.375,0.5190876126289368
18,sinister,0.25,0.75,0.0,0.6489145159721375
26,volition,0.875,0.0,0.125,0.5093076825141907
30,grin,0.875,0.0,0.125,0.5914813876152039
114,innocent,0.125,0.25,0.625,0.19902051985263824
122,enjoys,0.625,0.0,0.375,0.657600462436676
123,frolicking,0.875,0.0,0.125,0.5093076825141907
134,fantasize,0.875,0.125,0.0,0.5093076825141907
140,privilege,0.5,0.0,0.5,0.3494454622268677
189,ms,0.875,0.125,0.0,0.3806845545768738
215,simplicity,0.125,0.25,0.625,0.45175766944885254
224,appease,0.125,0.0,0.875,0.6647306084632874
233,bondage,0.875,0.0,0.125,0.5125141739845276
255,gleefully,0.75,0.0,0.25,0.7235305905342102
283,invisible,0.125,0.625,0.25,0.5117940306663513
11,void,0.5,0.5,0.0,0.5093076825141907
26,intimidating,0.875,0.0,0.125,0.26673412322998047
28,hard-hitting,0.375,0.375,0.25,0.5075826644897461
32,convoluted,0.875,0.0,0.125,0.6388990879058838
43,promoted,0.875,0.0,0.125,0.31281915307044983
108,semblance,0.75,0.25,0.0,0.39188429713249207
117,intact,0.5,0.0,0.5,0.428122878074646
133,tricks,0.875,0.125,0.0,0.421459823846817
134,implied,0.875,0.125,0.0,0.1936950385570526
152,gimmicks,0.5,0.5,0.0,0.5281785130500793
177,instilled,0.625,0.0,0.375,0.5093076825141907
183,terror,0.0,0.75,0.25,0.5739182829856873
195,tiresome,0.75,0.25,0.0,0.35703831911087036
232,properly,0.75,0.0,0.25,0.5637662410736084
295,specifically,0.625,0.0,0.375,0.7115120887756348
312,harsh,0.375,0.625,0.0,0.6654167175292969
327,gripe,0.875,0.125,0.0,0.5320618152618408
372,higher,0.375,0.125,0.5,0.7365408539772034
409,enthusiast,0.875,0.0,0.125,0.31169629096984863
416,checking,0.5,0.0,0.5,0.6973214149475098
16,embracing,0.875,0.0,0.125,0.3684689998626709
28,capturing,0.875,0.125,0.0,0.7522366642951965
50,wondered,0.625,0.0,0.375,0.497714638710022
121,prettier,0.0,0.125,0.875,0.5093076825141907
221,acknowledge,0.875,0.0,0.125,0.4201797544956207
252,arrange,0.875,0.0,0.125,0.510896623134613
287,clever,0.5,0.0,0.5,0.136674702167511
291,insufficient,0.0,0.875,0.125,0.7901836037635803
321,pleased,0.375,0.0,0.625,0.7554315328598022
367,significant,0.625,0.0,0.375,0.234224334359169
22,menace,0.75,0.125,0.125,0.370453417301178
25,foreboding,0.25,0.625,0.125,0.5250436067581177
32,strangely,0.75,0.0,0.25,0.4869261682033539
69,tedium,0.375,0.5,0.125,0.17211595177650452
71,unbearable,0.375,0.625,0.0,0.5093076825141907
86,apparent,0.375,0.0,0.625,0.5422528982162476
89,ventures,0.875,0.0,0.125,0.36941519379615784
119,irrelevant,0.375,0.625,0.0,0.43380263447761536
173,steep,0.625,0.0,0.375,0.4764508903026581
207,conveniently,0.875,0.0,0.125,0.5626969337463379
3,stand-up,0.625,0.125,0.25,0.25243985652923584
64,thought-provoking,0.875,0.0,0.125,0.5031958222389221
70,pretending,0.875,0.125,0.0,0.4988623559474945
73,loon,0.625,0.25,0.125,0.5093076825141907
75,smartest,0.5,0.0,0.5,0.5093076825141907
125,popular,0.875,0.0,0.125,0.6193792819976807
155,run-of-the-mill,0.5,0.375,0.125,0.4052217900753021
156,normal,0.5,0.5,0.0,0.6251375079154968
170,disagree,0.75,0.125,0.125,0.615943193435669
204,promoting,0.875,0.0,0.125,0.6520485281944275
211,joked,0.625,0.0,0.375,0.5093076825141907
216,stupidly,0.75,0.0,0.25,0.225602388381958
217,encourages,0.875,0.0,0.125,0.4873988628387451
223,helps,0.5,0.0,0.5,0.9337317943572998
233,easiest,0.125,0.25,0.625,0.4920599162578583
286,extremes,0.875,0.0,0.125,0.38303837180137634
291,insult,0.75,0.25,0.0,0.2541109323501587
332,appropriately,0.75,0.0,0.25,0.5156117081642151
369,alright,0.375,0.25,0.375,0.261245459318161
5,amateurish,0.5,0.125,0.375,0.4655972421169281
78,exclamation,0.875,0.125,0.0,0.592989981174469
109,education,0.75,0.0,0.25,0.41536781191825867
1,formulaic,0.375,0.375,0.25,0.5399042367935181
12,novelty,0.375,0.375,0.25,0.5037449598312378
10,sophisticated,0.875,0.0,0.125,0.5910758972167969
2,silliest,0.625,0.375,0.0,0.5381669998168945
3,belle,0.5,0.0,0.5,0.07813853025436401
16,foreign,0.875,0.125,0.0,0.6552596688270569
24,predictability,0.375,0.375,0.25,0.6843048930168152
6,inferiority,0.375,0.5,0.125,0.5093076825141907
30,fortunes,0.75,0.125,0.125,0.5559211373329163
57,plethora,0.5,0.25,0.25,0.3624444603919983
69,crisis,0.375,0.375,0.25,0.6815359592437744
7,boringly,0.75,0.0,0.25,0.3881087005138397
27,devious,0.25,0.0,0.75,0.29437255859375
117,woefully,0.125,0.875,0.0,0.5093076825141907
134,telekinesis,0.75,0.25,0.0,0.5093076825141907
138,fury,0.25,0.5,0.25,0.45191577076911926
12,detest,0.25,0.75,0.0,0.5093076825141907
18,rookie,0.75,0.25,0.0,0.4722430408000946
42,disposable,0.5,0.0,0.5,0.14415551722049713
50,senior,0.625,0.0,0.375,0.45266833901405334
55,lovely,0.375,0.0,0.625,0.523457407951355
63,raining,0.875,0.125,0.0,0.36895155906677246
131,entrusts,0.625,0.0,0.375,0.5093076825141907
134,untrained,0.375,0.5,0.125,0.5093076825141907
200,requiring,0.5,0.25,0.25,0.4310357868671417
80,multitude,0.75,0.25,0.0,0.5093076825141907
93,cheesy,0.0,0.875,0.125,0.720166027545929
15,explicit,0.5,0.0,0.5,0.37288376688957214
70,abrupt,0.5,0.375,0.125,0.3820521831512451
124,lesbian,0.625,0.125,0.25,0.3811704218387604
14,dive,0.875,0.125,0.0,0.5663719177246094
55,mercenary,0.375,0.125,0.5,0.42517757415771484
57,kidnap,0.875,0.125,0.0,0.5093076825141907
76,chamber,0.875,0.125,0.0,0.15061211585998535
81,false,0.25,0.75,0.0,0.3807249069213867
95,prison,0.875,0.125,0.0,0.3284231722354889
0,sublimely,0.875,0.0,0.125,0.5527581572532654
49,bitterly,0.375,0.25,0.375,0.5093076825141907
66,lacked,0.875,0.0,0.125,0.5056493282318115
135,sports,0.5,0.25,0.25,0.6743009686470032
162,satisfaction,0.625,0.375,0.0,0.3754693865776062
176,strict,0.125,0.375,0.5,0.21059274673461914
186,charlatan,0.875,0.0,0.125,0.5093076825141907
194,achieve,0.75,0.125,0.125,0.46595993638038635
219,respects,0.875,0.0,0.125,0.6104875802993774
289,disagreeing,0.75,0.125,0.125,0.5093076825141907
9,accurate,0.5,0.0,0.5,0.6052872538566589
61,accident,0.25,0.75,0.0,0.5459227561950684
65,ambush,0.5,0.5,0.0,0.253441721200943
85,disappointing,0.25,0.75,0.0,0.5591973066329956
50,feverish,0.25,0.375,0.375,0.5093076825141907
94,hat,0.75,0.25,0.0,0.17048992216587067
118,weirdness,0.625,0.0,0.375,0.3230259120464325
128,irreverent,0.375,0.125,0.5,0.5865865349769592
163,shallow,0.875,0.125,0.0,0.6083536744117737
169,significance,0.25,0.25,0.5,0.11298974603414536
171,kabbalah,0.875,0.0,0.125,0.5093076825141907
189,flabbergasted,0.75,0.125,0.125,0.5093076825141907
204,garbled,0.625,0.25,0.125,0.5093076825141907
218,creativity,0.875,0.0,0.125,0.4866601228713989
227,harrowing,0.0,0.75,0.25,0.6610941290855408
238,protection,0.875,0.125,0.0,0.5040923953056335
274,fascinating,0.75,0.0,0.25,0.8201828598976135
279,delight,0.25,0.375,0.375,0.4162349998950958
295,confident,0.625,0.0,0.375,0.5093076825141907
332,rioters,0.875,0.125,0.0,0.5093076825141907
360,flashes,0.75,0.25,0.0,0.39593198895454407
361,deranged,0.5,0.5,0.0,0.6464909911155701
365,killers,0.625,0.375,0.0,0.6411802172660828
378,cameo,0.5,0.5,0.0,0.5241419076919556
387,spectacular,0.75,0.0,0.25,0.5687066316604614
418,humdrum,0.375,0.5,0.125,0.5093076825141907
430,opposition,0.25,0.75,0.0,0.45916345715522766
433,conventional,0.25,0.375,0.375,0.7726272940635681
28,catches,0.5,0.5,0.0,0.5229746103286743
32,steal,0.5,0.5,0.0,0.3765016496181488
39,health,0.375,0.0,0.625,0.529530942440033
64,vermin,0.75,0.25,0.0,0.5093076825141907
78,moll,0.75,0.0,0.25,0.5093076825141907
125,vulgarity,0.375,0.375,0.25,0.4768061935901642
140,obnoxious,0.375,0.625,0.0,0.5696160197257996
171,unscrupulous,0.375,0.625,0.0,0.7111514806747437
193,anachronism,0.625,0.375,0.0,0.839966356754303
203,marquee,0.875,0.0,0.125,0.5093076825141907
5,mighty,0.625,0.0,0.375,0.6961753368377686
16,schemes,0.875,0.0,0.125,0.6474671959877014
18,manipulates,0.5,0.5,0.0,0.5362054109573364
23,privileged,0.25,0.0,0.75,0.5837234258651733
39,daring,0.75,0.25,0.0,0.36108478903770447
47,tall,0.5,0.0,0.5,0.535039484500885
49,handsome,0.375,0.0,0.625,0.7163546681404114
66,wishy-washy,0.25,0.5,0.25,0.5093076825141907
67,weakness,0.625,0.375,0.0,0.5005500912666321
68,gullibility,0.625,0.0,0.375,0.5093076825141907
78,thirst,0.75,0.0,0.25,0.18448080122470856
81,overlook,0.875,0.125,0.0,0.11668601632118225
3,considerably,0.875,0.0,0.125,0.6160857081413269
3,forlorn,0.625,0.375,0.0,0.5093076825141907
10,magnificent,0.25,0.25,0.5,0.6291459798812866
34,laments,0.25,0.75,0.0,0.5093076825141907
61,believing,0.875,0.125,0.0,0.5692479610443115
95,popularity,0.375,0.0,0.625,0.4957945644855499
134,longing,0.5,0.25,0.25,0.5980644822120667
152,melodramatic,0.5,0.0,0.5,0.7448655366897583
56,frowning,0.5,0.5,0.0,0.5093076825141907
66,butch,0.625,0.375,0.0,0.4377674162387848
73,compensation,0.75,0.25,0.0,0.450417697429657
86,co-workers,0.875,0.125,0.0,0.9594836235046387
113,warm,0.375,0.125,0.5,0.6247310042381287
126,rainy,0.75,0.25,0.0,0.1908474713563919
1,lavishly,0.875,0.0,0.125,0.4329065680503845
7,latest,0.875,0.0,0.125,0.44267210364341736
0,grasp,0.875,0.0,0.125,0.5384004712104797
43,uncompromising,0.5,0.25,0.25,0.5093076825141907
44,ego,0.125,0.375,0.5,0.3968123495578766
61,affair,0.625,0.25,0.125,0.5016685128211975
65,superstars,0.875,0.0,0.125,0.5093076825141907
88,contribute,0.25,0.25,0.5,0.3624322712421417
146,explains,0.75,0.0,0.25,0.43267208337783813
151,obsessed,0.125,0.375,0.5,0.6694480776786804
214,incarnations,0.875,0.0,0.125,0.5093076825141907
254,burden,0.125,0.875,0.0,0.5285001993179321
256,endure,0.5,0.5,0.0,0.5013410449028015
280,henpecked,0.0,1.0,0.0,0.5093076825141907
281,twit,0.75,0.25,0.0,0.5093076825141907
286,credible,0.375,0.0,0.625,0.5702807307243347
287,indifference,0.375,0.5,0.125,0.2565036714076996
299,listless,0.25,0.25,0.5,0.6329460144042969
329,awkwardly,0.875,0.0,0.125,0.33343029022216797
330,premeditated,0.375,0.25,0.375,0.5093076825141907
333,hysteria,0.875,0.125,0.0,0.7241083979606628
347,presume,0.625,0.375,0.0,0.5273579359054565
353,fading,0.875,0.125,0.0,0.790108323097229
355,innocence,0.0,0.375,0.625,0.7572235465049744
365,naive,0.25,0.125,0.625,0.4175793528556824
367,conceivable,0.875,0.125,0.0,0.5093076825141907
390,openly,0.875,0.0,0.125,0.25808221101760864
419,cold-blooded,0.375,0.625,0.0,0.7780553102493286
431,petty,0.25,0.75,0.0,0.6306861639022827
444,indulge,0.875,0.0,0.125,0.5618199110031128
486,unattractive,0.25,0.25,0.5,0.7180370092391968
499,legendary,0.125,0.0,0.875,0.7263705730438232
37,humble,0.125,0.875,0.0,0.47238898277282715
38,lowly,0.125,0.875,0.0,0.6814282536506653
43,public,0.875,0.125,0.0,0.3189832270145416
58,pill,0.875,0.0,0.125,0.7801207304000854
59,cure,0.875,0.0,0.125,0.8012311458587646
61,diseases,0.375,0.25,0.375,0.803534746170044
36,rely,0.625,0.0,0.375,0.46399760246276855
74,gentle,0.0,0.75,0.25,0.4441424310207367
75,loving,0.5,0.0,0.5,0.8211563229560852
84,fool,0.375,0.0,0.625,0.43799325823783875
12,rotten,0.25,0.75,0.0,0.555264413356781
45,sanely,0.625,0.0,0.375,0.5093076825141907
10,louder,0.5,0.125,0.375,0.8373197913169861
6,cautionary,0.0,0.667,0.333,0.4010240435600281
25,bliss,0.0,0.0,1.0,0.519122838973999
1,curiously,0.5,0.0,0.5,0.49464380741119385
27,sunny,0.5,0.0,0.5,0.5004295110702515
31,romanced,0.75,0.0,0.25,0.5093076825141907
36,disapproval,0.5,0.375,0.125,0.5093076825141907
56,buoyancy,0.875,0.0,0.125,0.5093076825141907
77,delightful,0.25,0.0,0.75,0.5856735706329346
88,forte,0.75,0.0,0.25,0.32996121048927307
97,vastly,0.75,0.0,0.25,0.5157931447029114
98,inferior,0.5,0.5,0.0,0.24145159125328064
99,runner,0.75,0.25,0.0,0.419391393661499
103,tragically,0.75,0.125,0.125,0.6861222386360168
108,infection,0.75,0.125,0.125,0.3352234661579132
111,hospitals,0.75,0.0,0.25,0.5093076825141907
112,antibiotics,0.875,0.0,0.125,0.5093076825141907
115,tragedies,0.5,0.5,0.0,0.6635509133338928
116,preventable,0.375,0.0,0.625,0.5093076825141907
10,narcissist,0.5,0.0,0.5,0.5093076825141907
1,primary,0.375,0.125,0.5,0.38881275057792664
9,varying,0.5,0.375,0.125,0.3938852548599243
17,stress,0.875,0.0,0.125,0.8551479578018188
24,bonny,0.25,0.0,0.75,0.5093076825141907
43,matt,0.75,0.25,0.0,0.397702693939209
19,unfairness,0.125,0.75,0.125,0.5093076825141907
12,invention,0.625,0.0,0.375,0.25117507576942444
22,disgusting,0.875,0.125,0.0,0.6296616196632385
32,aggression,0.75,0.125,0.125,0.4521454870700836
42,importance,0.125,0.125,0.75,0.2434738129377365
50,threat,0.75,0.125,0.125,0.4961014986038208
54,uncertain,0.625,0.125,0.25,0.2875559628009796
3,skillfully,0.75,0.0,0.25,0.43264421820640564
15,satisfied,0.5,0.0,0.5,0.42838242650032043
12,stubborn,0.375,0.625,0.0,0.4447143077850342
20,temptation,0.625,0.125,0.25,0.4744844436645508
25,unintentional,0.375,0.375,0.25,0.47216498851776123
4,jerry-built,0.375,0.625,0.0,0.431195467710495
12,simple-minded,0.375,0.375,0.25,0.4325076639652252
14,consistently,0.75,0.0,0.25,0.8745971918106079
46,gibberish,0.75,0.25,0.0,0.5093076825141907
80,unpleasantly,0.75,0.25,0.0,0.5093076825141907
135,correctness,0.25,0.0,0.75,0.5657092332839966
5,sharper,0.75,0.0,0.25,0.650260865688324
8,enterprise,0.375,0.25,0.375,0.5809441804885864
60,condemn,0.5,0.375,0.125,0.5657820701599121
85,captain,0.625,0.0,0.375,0.383056104183197
89,anger,0.625,0.0,0.375,0.638587236404419
7,creepy,0.125,0.875,0.0,0.5011548399925232
2,unimaginatively,0.875,0.0,0.125,0.5093076825141907
23,gentleman,0.875,0.0,0.125,0.47362858057022095
47,blush,0.375,0.0,0.625,0.4652591645717621
52,rosy,0.375,0.0,0.625,0.5560582280158997
115,garb,0.875,0.125,0.0,0.5146686434745789
132,affable,0.375,0.0,0.625,0.47875335812568665
171,zips,0.5,0.25,0.25,0.5093076825141907
5,academy,0.875,0.125,0.0,0.4197815954685211
14,creaky,0.625,0.375,0.0,0.5093076825141907
97,sin,0.875,0.125,0.0,0.5426763892173767
